ID_TA,Number of Reviews
d5850448,23.0
d6864170,316.0
d12817571,nan
d8494851,83.0
d2077217,284.0
d8395091,2.0
d5804128,7.0
d12043663,nan
d1341647,45.0
d8574680,12.0
d12893108,nan
d1633383,1157.0
d12315202,66.0
d2335615,20.0
d5819999,12.0
d12982665,9.0
d9837801,111.0
d12597445,5.0
d8672989,3.0
d8587356,50.0
d7233403,50.0
d945084,26.0
d2520445,147.0
d1329035,38.0
d4025783,41.0
d1319799,6.0
d7693479,29.0
d5775823,5.0
d1346219,86.0
d10697713,8.0
d3542792,849.0
d8397171,14.0
d3844893,42.0
d1496205,382.0
d10693510,11.0
d10460928,nan
d1998302,149.0
d1036182,170.0
d4832583,60.0
d997633,134.0
d5220232,4.0
d1837404,303.0
d1799517,176.0
d7653478,29.0
d8299356,15.0
d10366272,76.0
d13139796,4.0
d12514591,126.0
d1341428,16.0
d3339667,64.0
d7124471,25.0
d3462289,13.0
d12030077,11.0
d1785746,86.0
d691934,5.0
d718079,297.0
d8528987,7.0
d12142690,2.0
d10813800,nan
d865994,386.0
d3862806,64.0
d3654800,6.0
d3875686,34.0
d2287553,92.0
d4768700,32.0
d12247125,nan
d1081199,303.0
d11810677,11.0
d11697238,4.0
d8396727,5.0
d719829,1182.0
d1028678,23.0
d8006236,10.0
d3385070,9.0
d3175290,69.0
d8331716,12.0
d12956951,4.0
d941345,25.0
d7132107,135.0
d4049809,63.0
d1907253,5.0
d1336153,198.0
d12253638,3.0
d12326312,9.0
d1892490,80.0
d2054224,68.0
d4241797,53.0
d5930860,104.0
d3896907,298.0
d793134,2475.0
d5978978,12.0
d8808483,218.0
d1734318,39.0
d6839549,26.0
d4924950,nan
d11955094,45.0
d788284,450.0
d4768718,3.0
d720536,236.0
d3638181,21.0
d9805140,338.0
d5602680,83.0
d1496214,826.0
d12322788,46.0
d4799400,68.0
d1034599,856.0
d10233833,2.0
d7360792,8.0
d10554549,21.0
d12213430,48.0
d5809832,24.0
d12290895,273.0
d5029563,236.0
d6732384,55.0
d1091302,36.0
d2028019,1218.0
d7291596,490.0
d9996252,4.0
d12400697,8.0
d1893400,170.0
d10150630,9.0
d4242216,54.0
d11641233,43.0
d7694103,8.0
d758333,518.0
d11979016,6.0
d5503816,82.0
d5793239,11.0
d13285917,3.0
d4910619,5.0
d12703747,nan
d8339201,24.0
d4465505,32.0
d12875825,nan
d8655281,10.0
d4215758,4.0
d4769809,3.0
d7192701,115.0
d7060364,103.0
d5852490,nan
d7927478,24.0
d5616709,12.0
d5017904,41.0
d7134588,502.0
d718201,2364.0
d6622729,9.0
d10860208,15.0
d5220221,7.0
d3437605,3.0
d2468909,477.0
d7123516,11.0
d1758274,211.0
d7075619,10.0
d2014401,16.0
d7905903,8.0
d10441268,140.0
d1039219,23.0
d5984601,332.0
d813193,119.0
d801320,56.0
d797044,355.0
d2463262,261.0
d3494183,15.0
d5608036,2.0
d5977345,9.0
d2041740,111.0
d2153299,347.0
d11945896,23.0
d8595843,21.0
d4183385,8.0
d2700265,755.0
d12186822,6.0
d8433411,16.0
d3682397,37.0
d13078322,2.0
d11952970,5.0
d2435582,4.0
d9813895,5.0
d2507587,26.0
d5505709,15.0
d6511413,16.0
d1319360,12.0
d12428409,7.0
d3701904,34.0
d3192437,194.0
d775212,1062.0
d6619098,7.0
d7624324,27.0
d1389760,215.0
d3536001,20.0
d968354,333.0
d2475472,74.0
d6564847,51.0
d2391940,86.0
d1627154,149.0
d3159270,55.0
d3197972,369.0
d7296412,35.0
d4605663,95.0
d8843591,35.0
d6873471,154.0
d778497,12.0
d4924379,5.0
d11305957,18.0
d4827446,41.0
d714987,198.0
d3209267,121.0
d7820481,15.0
d2005563,87.0
d8297191,16.0
d809974,252.0
d719556,42.0
d9874540,4.0
d8772400,4.0
d7204621,3101.0
d8457840,400.0
d6001559,16.0
d8000724,17.0
d7259659,17.0
d2322415,37.0
d13087467,2.0
d1909778,11.0
d10719099,279.0
d929334,59.0
d5795158,14.0
d6428110,18.0
d868101,180.0
d5600142,nan
d1552207,158.0
d939402,6.0
d5775938,24.0
d12360172,nan
d6642608,17.0
d2561004,18.0
d9590757,53.0
d5794831,10.0
d8621329,2.0
d10109320,8.0
d7060520,288.0
d2042988,626.0
d3540020,1275.0
d4281796,75.0
d4793803,9.0
d12243034,31.0
d3322801,5.0
d12705113,2.0
d719116,365.0
d10802007,17.0
d12269424,10.0
d4769582,21.0
d7675487,6.0
d12438312,3.0
d7123635,2.0
d11995856,3.0
d7727848,13.0
d10558906,12.0
d7603514,158.0
d7337432,13.0
d717256,11.0
d12360812,nan
d4271783,15.0
d7161067,2.0
d5871083,346.0
d4553233,7.0
d3298194,313.0
d12429873,7.0
d1413708,162.0
d3387691,60.0
d3617682,53.0
d10256482,100.0
d12443025,2.0
d3499314,234.0
d4768805,12.0
d7778326,nan
d11667660,8.0
d1571546,695.0
d3182056,216.0
d6363928,8.0
d3483984,272.0
d10535255,11.0
d8684077,90.0
d1074535,11.0
d11863521,9.0
d5772603,195.0
d10528059,95.0
d6210849,45.0
d6452953,nan
d11844229,2.0
d2052453,920.0
d5617449,2.0
d12910556,5.0
d8466742,256.0
d3975352,35.0
d9826439,10.0
d5486015,6.0
d2011013,190.0
d3537387,26.0
d6106476,3.0
d4462987,15.0
d5608888,76.0
d4884751,10.0
d3421476,376.0
d5927960,3.0
d12439175,nan
d4354852,nan
d5453754,65.0
d4769971,7.0
d12161521,11.0
d1913865,150.0
d4149341,27.0
d6835209,2.0
d3207421,14.0
d9791526,29.0
d3148850,156.0
d3332824,69.0
d3675488,14.0
d1356203,nan
d3998679,105.0
d6280863,12.0
d13078171,9.0
d5819039,2.0
d7898624,13.0
d12473781,26.0
d5796927,4.0
d12878239,2.0
d8619722,7.0
d3510238,35.0
d1152951,688.0
d7814131,11.0
d1422549,7.0
d12787408,2.0
d2149884,4.0
d10729633,54.0
d5520808,14.0
d919402,18.0
d1901244,204.0
d2563257,67.0
d804136,2.0
d4793237,56.0
d10260717,25.0
d715065,180.0
d8125508,180.0
d3165704,110.0
d8834118,4.0
d6886053,57.0
d6033928,32.0
d3684972,639.0
d2192436,389.0
d5509344,25.0
d1078163,59.0
d10357994,39.0
d12794032,nan
d1421007,4.0
d2259408,49.0
d1908957,95.0
d7706329,nan
d11305968,nan
d2059494,997.0
d4366306,198.0
d12361770,nan
d5815362,4.0
d12060612,4.0
d5220218,nan
d730406,31.0
d4131081,14.0
d7250420,30.0
d7991872,129.0
d8339982,2.0
d1885457,56.0
d7124067,9.0
d8611930,28.0
d13205639,2.0
d2722328,347.0
d8624556,5.0
d1999822,94.0
d3464558,78.0
d1039150,61.0
d10089102,32.0
d1957191,35.0
d8564418,2.0
d3958717,177.0
d3437329,108.0
d10700050,20.0
d7274082,3.0
d4945233,32.0
d7045749,4.0
d1329053,25.0
d4312677,28.0
d12670819,15.0
d12205698,7.0
d7372496,21.0
d2267881,403.0
d11910487,nan
d12058797,27.0
d4228459,5.0
d4291523,6.0
d1191527,239.0
d5577559,154.0
d4707755,9.0
d5853449,480.0
d3142911,39.0
d3806940,25.0
d1969696,334.0
d5963230,81.0
d4009891,58.0
d4942682,29.0
d6405549,310.0
d5822630,3.0
d718017,45.0
d2254579,90.0
d12348151,2.0
d8373671,32.0
d1045580,2148.0
d3239441,9.0
d7123973,2.0
d5886085,nan
d7123549,3.0
d719378,108.0
d8856901,9.0
d9737235,81.0
d7598601,12.0
d6697362,7.0
d10073635,2.0
d7381112,46.0
d10522932,72.0
d9994758,75.0
d10178602,13.0
d2704273,322.0
d1929271,66.0
d7097999,15.0
d3982921,35.0
d1355759,186.0
d4245000,88.0
d12006700,24.0
d7993417,119.0
d6952049,15.0
d12437984,5.0
d2546507,13.0
d1641869,108.0
d3769391,114.0
d8624473,59.0
d4268558,317.0
d7717295,234.0
d5965945,nan
d7223432,7.0
d10901239,14.0
d6870390,7.0
d10543288,nan
d4197547,18.0
d694455,205.0
d7290744,3.0
d1037023,40.0
d8536323,9.0
d4788242,211.0
d7356949,4.0
d4308540,168.0
d12873363,nan
d12317655,2.0
d6886474,58.0
d802547,41.0
d8663307,7.0
d7283833,965.0
d11959879,3.0
d1754534,90.0
d3138110,95.0
d8747227,176.0
d12795483,2.0
d8825228,2.0
d7900875,127.0
d9981585,12.0
d12091117,31.0
d4163838,nan
d5960243,11.0
d4502904,3.0
d801194,88.0
d1099679,96.0
d5850295,92.0
d1588336,530.0
d7772776,11.0
d7189021,136.0
d5966874,159.0
d4504863,7.0
d7130837,4.0
d3568387,84.0
d8683332,85.0
d11748904,7.0
d10147337,20.0
d3808075,25.0
d3862919,66.0
d1553996,129.0
d9739317,23.0
d7900201,571.0
d13183973,6.0
d2100885,80.0
d10479239,60.0
d7981208,15.0
d4768387,10.0
d3149667,128.0
d12871980,3.0
d8780422,9.0
d5893097,4.0
d13133280,2.0
d808666,397.0
d734284,100.0
d9826327,13.0
d12407008,nan
d8338627,13.0
d8430038,319.0
d1044693,nan
d7276836,5.0
d2615268,204.0
d12459712,nan
d1997855,3.0
d5986183,4.0
d680453,379.0
d5865184,14.0
d6958622,940.0
d10788030,5.0
d2326330,22.0
d4681648,9.0
d12224475,2.0
d4923291,2.0
d11801336,80.0
d3134266,46.0
d5960506,19.0
d4082366,nan
d7020116,5.0
d4091033,20.0
d1982225,345.0
d11802335,nan
d8633234,12.0
d11659204,12.0
d8730871,8.0
d1021966,197.0
d7747579,2.0
d7183085,21.0
d7337343,203.0
d2256991,563.0
d11760756,6.0
d11491889,5.0
d4212700,34.0
d5959063,6.0
d11932542,3.0
d10466924,29.0
d991674,48.0
d5571339,39.0
d997495,50.0
d8521640,23.0
d697441,1095.0
d10162965,21.0
d3694004,13.0
d2720894,226.0
d12546138,5.0
d9586236,20.0
d1036137,60.0
d8714073,17.0
d13326532,5.0
d5220301,6.0
d2478151,495.0
d1973629,83.0
d2007517,111.0
d1438914,151.0
d1064110,767.0
d1389786,4.0
d1011415,1852.0
d6425918,31.0
d12484619,nan
d10041221,22.0
d4053375,4.0
d5532563,6.0
d5890549,26.0
d2212824,35.0
d751630,2549.0
d2708153,342.0
d11794135,20.0
d6699594,36.0
d5506648,9.0
d8598699,19.0
d10107349,20.0
d10133610,4.0
d5600596,7.0
d10790680,4.0
d10224612,18.0
d733492,194.0
d11814833,4.0
d9646957,3.0
d3365097,37.0
d2656412,25.0
d4329462,149.0
d12503763,46.0
d7910512,2.0
d6404988,51.0
d8041969,178.0
d7350670,56.0
d2537906,76.0
d9853747,5.0
d7392782,5.0
d10175338,39.0
d6354097,17.0
d3412012,106.0
d6788320,89.0
d8726742,25.0
d11955480,3.0
d1858535,95.0
d10374742,8.0
d5487087,nan
d12090506,4.0
d4861161,342.0
d1044221,14.0
d12929348,18.0
d2022482,46.0
d4773869,52.0
d3343783,59.0
d5933934,13.0
d5863819,41.0
d2669376,77.0
d4105229,112.0
d3870549,25.0
d5478115,47.0
d5865454,89.0
d2321865,1198.0
d9459226,nan
d2705774,111.0
d7993029,24.0
d911280,353.0
d5267120,42.0
d12356410,2.0
d10374076,19.0
d7159753,87.0
d4590244,41.0
d1676288,216.0
d8817791,10.0
d3167501,41.0
d11957755,28.0
d2734266,11.0
d7226353,10.0
d7706484,45.0
d3628425,6.0
d10801706,3.0
d5821920,2.0
d9700155,nan
d12502443,nan
d3793983,32.0
d6725669,190.0
d2262401,979.0
d6881625,116.0
d7203999,57.0
d4501068,129.0
d11759466,nan
d12788091,nan
d8152321,14.0
d11443624,23.0
d1163841,398.0
d1474710,121.0
d10459894,nan
d8497394,30.0
d8040778,nan
d1400157,38.0
d6375409,20.0
d3134558,848.0
d1138985,202.0
d1223107,1472.0
d12817220,23.0
d8457418,11.0
d5977127,nan
d3707744,8.0
d2656750,89.0
d6210623,3.0
d1077836,383.0
d7906576,nan
d11850181,21.0
d2699331,667.0
d7745299,13.0
d1519537,197.0
d696995,278.0
d4271354,67.0
d8366551,nan
d8263636,12.0
d12322249,nan
d2147742,190.0
d8571955,2.0
d7058931,46.0
d12252399,15.0
d4072487,402.0
d5797921,8.0
d7594225,2.0
d10789325,nan
d4609326,32.0
d7124020,33.0
d9976590,12.0
d10722422,22.0
d937803,60.0
d5616765,28.0
d7315207,8.0
d13114158,3.0
d8373704,122.0
d8703458,31.0
d7123492,20.0
d11208499,2.0
d5288238,54.0
d9857714,41.0
d2589171,247.0
d1024682,364.0
d13236771,2.0
d6439567,224.0
d6019894,3.0
d8753885,15.0
d13115059,3.0
d2569745,nan
d6612937,1930.0
d11903825,2.0
d12459743,11.0
d1341731,4.0
d1910501,194.0
d10377561,100.0
d5966205,nan
d1960191,43.0
d4064945,5.0
d7194146,17.0
d8667121,180.0
d12120549,12.0
d9585679,30.0
d1557083,151.0
d8422627,166.0
d1239164,48.0
d2174670,315.0
d10497900,95.0
d3703031,nan
d1018431,89.0
d7988720,14.0
d809219,86.0
d1101311,474.0
d11621568,12.0
d5123024,2.0
d2102913,110.0
d8415736,12.0
d5122104,3.0
d1516733,15.0
d6637444,94.0
d12843304,nan
d10033296,16.0
d3785080,13.0
d3545552,717.0
d7260656,2.0
d9864530,79.0
d5616301,3.0
d9601077,52.0
d12998670,10.0
d6601437,146.0
d5868156,13.0
d1035196,2.0
d1092788,153.0
d1035597,83.0
d7283291,38.0
d10670717,5.0
d3562694,nan
d2430068,475.0
d718141,nan
d7384395,2.0
d8144276,29.0
d719661,891.0
d7766257,7.0
d10682513,378.0
d778493,64.0
d6948109,15.0
d5122111,89.0
d1098846,565.0
d7078133,14.0
d4406809,62.0
d8497575,16.0
d12539491,2.0
d7905925,97.0
d1963069,554.0
d4700005,17.0
d5999342,6.0
d3138066,48.0
d3544815,8.0
d753219,156.0
d967451,582.0
d3536806,197.0
d4875582,72.0
d12709212,6.0
d12539340,3.0
d6001477,19.0
d2073816,47.0
d8843545,46.0
d696248,218.0
d12221332,5.0
d8757130,36.0
d7989665,29.0
d10443857,23.0
d4458905,420.0
d8677023,14.0
d10393124,53.0
d10064059,2.0
d1905762,72.0
d11804453,14.0
d6813263,1248.0
d10310185,558.0
d4768229,nan
d10467697,2.0
d10361497,3.0
d2011970,188.0
d7274046,nan
d2641961,267.0
d779028,59.0
d12184090,nan
d3952616,42.0
d8581478,nan
d5967418,140.0
d6874281,15.0
d5482458,45.0
d9857409,69.0
d12075278,6.0
d1900184,548.0
d7942049,23.0
d5447578,10.0
d4004798,123.0
d2022480,91.0
d13277820,6.0
d964403,12.0
d7350017,5.0
d3774423,26.0
d2441656,1728.0
d10477135,17.0
d8457020,128.0
d2509204,109.0
d10047229,22.0
d8541277,45.0
d3140830,195.0
d1916260,54.0
d6104226,109.0
d1894041,83.0
d7618083,276.0
d12235049,3.0
d8855706,294.0
d4139530,nan
d10673076,97.0
d12399937,34.0
d12135679,23.0
d2248950,65.0
d1336036,240.0
d7592981,109.0
d7678199,11.0
d13294491,nan
d12951681,2.0
d8336444,58.0
d3524003,21.0
d3228506,97.0
d8459905,6.0
d719534,9.0
d1160436,203.0
d5244326,36.0
d3208695,706.0
d7716490,8.0
d10475810,3.0
d2445482,645.0
d12267641,4.0
d11947277,22.0
d6494862,797.0
d718491,6.0
d8726179,nan
d9697252,4.0
d5509505,10.0
d8646281,108.0
d7989764,5.0
d5549944,516.0
d4086773,21.0
d1994729,343.0
d12320809,3.0
d12900540,nan
d3679802,21.0
d8338647,4.0
d2295829,217.0
d12621113,39.0
d8479434,263.0
d2484635,199.0
d8747993,4.0
d11947590,5.0
d2706664,120.0
d5486617,116.0
d6090361,11.0
d5285770,nan
d5979459,147.0
d7654199,7.0
d790539,290.0
d3330517,35.0
d1097367,14.0
d5979733,2.0
d12228422,2.0
d7347240,19.0
d7315051,nan
d7591161,1414.0
d12035838,136.0
d9836588,12.0
d7294523,36.0
d2697853,181.0
d7332637,102.0
d731554,202.0
d2170739,33.0
d3901909,76.0
d8399257,8.0
d5616788,341.0
d7149274,20.0
d1385620,545.0
d4769734,17.0
d7678275,375.0
d2526122,165.0
d7125269,3.0
d6947949,481.0
d698057,40.0
d4758895,38.0
d781254,208.0
d5771327,20.0
d10779537,9.0
d1471555,16.0
d2097961,574.0
d4271737,2.0
d2098803,250.0
d12787249,9.0
d5259748,107.0
d12363461,7.0
d12212772,3.0
d4770063,nan
d5873606,21.0
d1605351,375.0
d5887147,7.0
d11760427,55.0
d9607612,286.0
d1027425,241.0
d4130988,63.0
d12356382,11.0
d807584,257.0
d3822715,25.0
d1870301,50.0
d11582673,83.0
d7342803,16.0
d2468349,12.0
d3370690,24.0
d10350085,19.0
d12207422,10.0
d12616118,nan
d4924028,nan
d731500,9.0
d1395545,64.0
d12558109,12.0
d12654085,nan
d4755306,35.0
d850651,556.0
d5484279,20.0
d9463121,86.0
d697445,932.0
d808404,64.0
d10632730,5.0
d11825335,14.0
d12995017,4.0
d10837618,175.0
d12785964,91.0
d10437756,12.0
d4976392,46.0
d997752,15.0
d5810989,45.0
d7939767,223.0
d716254,1727.0
d10675809,nan
d11768375,62.0
d8492320,34.0
d3729541,15.0
d2456325,300.0
d12732427,13.0
d3589386,189.0
d719813,110.0
d6877828,30.0
d12870156,5.0
d9780742,10.0
d1036940,71.0
d11914395,6.0
d6863490,17.0
d5433010,18.0
d8679051,12.0
d6415476,20.0
d8710531,253.0
d10693617,62.0
d7312077,92.0
d5792292,9.0
d10461489,25.0
d2310752,86.0
d12410128,8.0
d6506198,61.0
d11403211,3.0
d6813387,40.0
d5815978,24.0
d1119867,61.0
d8448295,17.0
d808717,172.0
d2192700,8.0
d10779312,91.0
d5414952,145.0
d1116602,35.0
d8017682,6.0
d7799198,35.0
d695176,222.0
d4766825,21.0
d1343125,5.0
d1342228,27.0
d696070,178.0
d2571116,11.0
d13140520,nan
d3820487,36.0
d1159152,1040.0
d987900,190.0
d803381,154.0
d12161695,3.0
d4156764,53.0
d1998714,10.0
d8700246,20.0
d6966188,166.0
d10386227,35.0
d5243222,2.0
d812179,299.0
d8768265,nan
d2330085,157.0
d3748700,6.0
d1059621,742.0
d790575,155.0
d5798918,3.0
d12860472,6.0
d10124420,68.0
d5821162,11.0
d5609037,77.0
d697401,411.0
d4225410,693.0
d6890233,72.0
d12930806,30.0
d964405,156.0
d12454480,9.0
d8338498,10.0
d696597,938.0
d1053697,30.0
d2169014,225.0
d12716391,nan
d4569446,67.0
d10357858,12.0
d7992762,3.0
d7747943,109.0
d1074510,132.0
d8655414,35.0
d2081279,24.0
d5491117,23.0
d990930,43.0
d12503673,31.0
d6598704,32.0
d4578366,15.0
d2561907,259.0
d10683127,51.0
d1342363,31.0
d3607144,188.0
d13007353,3.0
d2032966,52.0
d10309124,34.0
d3457349,2.0
d7124055,15.0
d969321,334.0
d12176045,8.0
d7277865,12.0
d10347271,118.0
d3506315,186.0
d4167583,137.0
d3454721,117.0
d2201751,57.0
d8356398,17.0
d8338514,2.0
d10856937,12.0
d10816050,6.0
d5976567,11.0
d10323858,39.0
d12405108,6.0
d10396062,8.0
d4912024,6.0
d3725891,70.0
d5559686,100.0
d781598,252.0
d3383858,14.0
d6681946,346.0
d12832311,3.0
d695270,56.0
d6367220,250.0
d12322934,nan
d2515817,3.0
d3961745,47.0
d13168063,2.0
d719008,636.0
d11909820,19.0
d3378552,110.0
d1730629,17.0
d8079816,48.0
d9564543,37.0
d8009055,34.0
d5778680,22.0
d9976794,72.0
d2456168,207.0
d804255,17.0
d9856671,36.0
d2318364,72.0
d695239,211.0
d12064665,12.0
d8482347,26.0
d1755452,128.0
d3815350,16.0
d11817420,6.0
d2006332,104.0
d966350,2.0
d7974247,2.0
d10664608,2.0
d1201356,225.0
d7283200,10.0
d2325093,263.0
d3600750,116.0
d1035455,719.0
d6686886,19.0
d3384365,275.0
d7009190,219.0
d13238022,4.0
d5777500,3.0
d4163611,118.0
d1451614,261.0
d1902833,305.0
d7708001,97.0
d8563107,33.0
d12569810,25.0
d7378937,90.0
d10800075,2.0
d11924057,2.0
d695251,346.0
d5243087,5.0
d1494330,118.0
d795984,62.0
d7355565,65.0
d1060706,44.0
d3970909,116.0
d11956001,nan
d1187557,48.0
d5792468,2.0
d7349881,9.0
d12696950,21.0
d10336116,6.0
d11659461,7.0
d4793961,4.0
d7706821,7.0
d4215746,56.0
d10425622,9.0
d1530224,733.0
d12535309,3.0
d10046967,5.0
d8730827,13.0
d7687033,10.0
d3475839,49.0
d3975325,86.0
d718916,247.0
d12885942,3.0
d5811134,33.0
d1390692,4.0
d12546630,2.0
d2314335,4274.0
d1057662,307.0
d12340757,7.0
d1043933,265.0
d11672457,63.0
d1208588,26.0
d10457689,28.0
d4943073,35.0
d10508342,7.0
d3808053,3.0
d8835452,15.0
d10047557,9.0
d8420237,131.0
d12032477,18.0
d2325440,65.0
d787855,174.0
d8522604,7.0
d12498016,183.0
d6368395,21.0
d3490009,82.0
d1899836,74.0
d5768454,4.0
d8443305,294.0
d753246,51.0
d12346995,54.0
d12653008,nan
d7295005,139.0
d5965019,95.0
d12431400,4.0
d3385174,7.0
d8691080,14.0
d4043899,45.0
d5518528,nan
d3682215,nan
d11929168,7.0
d8659492,4.0
d8753925,136.0
d8618786,6.0
d8556328,110.0
d1748397,215.0
d4754532,167.0
d6408038,11.0
d11859886,5.0
d4409936,275.0
d10433148,5.0
d877446,2.0
d12487587,10.0
d6458700,47.0
d8545171,7.0
d8058816,124.0
d7361583,241.0
d6868142,259.0
d1469200,129.0
d1389703,nan
d896827,100.0
d983939,93.0
d10058762,5.0
d1099411,211.0
d5522477,155.0
d785302,60.0
d3832761,50.0
d4702785,16.0
d4739389,71.0
d10080360,68.0
d10792215,29.0
d8764556,565.0
d1021861,219.0
d10026360,10.0
d8067231,191.0
d8093366,62.0
d5568888,6.0
d6171494,2.0
d1094940,44.0
d11897135,7.0
d2495703,70.0
d5122938,27.0
d801564,157.0
d968843,28.0
d4769799,nan
d953619,637.0
d10765583,2.0
d3753229,3.0
d12418590,7.0
d7286214,49.0
d2313667,5.0
d719709,57.0
d696883,498.0
d10426113,16.0
d781587,1529.0
d4497236,189.0
d1874862,174.0
d1022709,284.0
d4340559,90.0
d2614499,nan
d2081110,337.0
d12644144,5.0
d3389734,25.0
d9555332,93.0
d1359691,16.0
d3629477,25.0
d5122014,638.0
d13074540,2.0
d10344146,8.0
d8733376,16.0
d4582978,283.0
d8651975,48.0
d8288833,199.0
d8536624,21.0
d1917341,409.0
d815686,42.0
d4681770,810.0
d12179841,19.0
d3803369,4.0
d2009357,18.0
d7916785,9.0
d7315999,7.0
d9695210,34.0
d1896433,1156.0
d7236489,18.0
d5866522,47.0
d10229836,nan
d10109212,6.0
d12905862,14.0
d11896302,238.0
d11763133,7.0
d4698748,156.0
d5519956,nan
d7645143,20.0
d1022724,454.0
d1347742,41.0
d10397472,11.0
d6779614,50.0
d3848249,70.0
d7285976,137.0
d5795034,18.0
d13382231,nan
d12666409,nan
d4699987,37.0
d5496283,176.0
d6562490,45.0
d4261028,60.0
d8029206,325.0
d1340994,13.0
d1335206,76.0
d2623173,198.0
d12302510,4.0
d2349687,245.0
d1224252,15.0
d10678975,14.0
d3777366,76.0
d2442598,202.0
d7098136,nan
d12654506,7.0
d3709431,32.0
d10457562,106.0
d3742694,9.0
d8713342,24.0
d12670597,40.0
d8853034,3.0
d12337971,6.0
d5795022,6.0
d2654642,18.0
d717841,59.0
d986327,499.0
d8678494,23.0
d3193206,60.0
d1337117,193.0
d1791070,470.0
d2033622,1984.0
d3809950,156.0
d1316490,357.0
d7057150,182.0
d1862716,76.0
d850113,206.0
d10214711,7.0
d1025410,93.0
d9715503,41.0
d8538235,13.0
d5798132,7.0
d10129421,nan
d2093366,372.0
d6985488,6.0
d8602873,nan
d4221286,3.0
d5610842,12.0
d795758,57.0
d12813882,40.0
d10193672,10.0
d10338013,12.0
d3326693,14.0
d696225,41.0
d786916,40.0
d12477194,nan
d10117957,114.0
d7124402,3.0
d1471769,53.0
d2299261,44.0
d2706773,48.0
d4053512,43.0
d719926,147.0
d1380549,99.0
d4260452,77.0
d8645941,nan
d1513502,708.0
d1642811,509.0
d10228099,5.0
d4742504,6.0
d4063724,30.0
d804946,175.0
d12963161,12.0
d3682192,126.0
d3584254,13.0
d3440658,nan
d8551727,7.0
d6714738,507.0
d9822092,94.0
d3343379,203.0
d12908464,nan
d7273105,2.0
d4570210,26.0
d12358096,4.0
d2428951,242.0
d3490499,137.0
d5600129,6.0
d8468192,12.0
d5776154,21.0
d5510652,19.0
d1036476,8.0
d4583893,6.0
d12048697,2.0
d10072455,25.0
d5542177,nan
d10028945,2.0
d7612093,16.0
d8077079,20.0
d9719516,3.0
d10790175,6.0
d8819170,25.0
d12059549,3.0
d718233,242.0
d6634991,9.0
d13199355,nan
d2140602,46.0
d5787992,105.0
d1886408,15.0
d1034424,71.0
d1496303,44.0
d754609,45.0
d11629223,39.0
d8591613,34.0
d2006660,157.0
d1872794,586.0
d6890064,14.0
d12005837,31.0
d13221327,nan
d7954483,81.0
d959092,168.0
d5884204,2.0
d6367228,42.0
d5616797,34.0
d2720789,58.0
d2427173,7.0
d12171950,8.0
d3494494,1440.0
d1368509,887.0
d1013975,591.0
d6996616,274.0
d10177910,126.0
d3545628,91.0
d12658880,2.0
d1423036,476.0
d12652740,3.0
d4769923,43.0
d8505828,61.0
d10279852,29.0
d13238213,5.0
d12614005,2.0
d5113056,6.0
d4769840,3.0
d4664177,26.0
d951958,172.0
d6783527,51.0
d12918296,3.0
d3752919,324.0
d2437092,40.0
d10782592,2.0
d1066007,51.0
d6027764,149.0
d8479424,15.0
d1021090,38.0
d697418,321.0
d1152682,5.0
d5928142,63.0
d1791113,86.0
d4402814,64.0
d3750675,466.0
d7342600,111.0
d10587843,196.0
d8018990,4.0
d2693216,436.0
d1998468,93.0
d1837048,83.0
d7254648,21.0
d2702928,131.0
d6874075,10.0
d10901158,nan
d5776365,3.0
d4750461,10.0
d11888136,110.0
d11854952,44.0
d2239149,157.0
d8472481,9.0
d7211116,nan
d2019525,444.0
d3842576,66.0
d4560451,40.0
d12794670,nan
d1343089,7.0
d6852056,4234.0
d10342550,2.0
d5813657,3.0
d4830517,181.0
d9724017,2.0
d8628299,34.0
d11982214,2.0
d1028391,1998.0
d1019194,268.0
d731373,10.0
d11963236,19.0
d2280462,65.0
d8619641,10.0
d734250,66.0
d6561023,78.0
d8781773,7.0
d1591503,16.0
d12637627,14.0
d8339164,16.0
d731562,725.0
d5860371,28.0
d940196,122.0
d2070778,39.0
d11795718,43.0
d2298454,1564.0
d7211463,12.0
d7156302,8.0
d8799558,8.0
d785273,27.0
d2149107,70.0
d8592889,4.0
d5456501,31.0
d8807155,3.0
d7996890,27.0
d12032607,61.0
d12331579,19.0
d7282304,1457.0
d4817578,16.0
d8338335,10.0
d7341007,20.0
d8614576,8.0
d10135060,13.0
d8420753,88.0
d8341386,nan
d3197966,180.0
d11905807,28.0
d12559582,3.0
d5984008,15.0
d7971969,11.0
d11690336,19.0
d7385163,5.0
d991665,68.0
d8130827,5.0
d6102647,141.0
d797127,137.0
d5481131,110.0
d3896146,10.0
d2662887,11.0
d3782266,287.0
d10532317,2.0
d10428929,28.0
d3338447,401.0
d7942285,nan
d2667386,226.0
d1802129,59.0
d6888461,34.0
d4348444,36.0
d3293775,2.0
d3387058,11.0
d12617023,8.0
d8461777,57.0
d7592171,17.0
d3614284,115.0
d7262543,15.0
d11488798,3.0
d8461493,21.0
d4844397,nan
d5771294,150.0
d3847458,738.0
d12669299,5.0
d6414650,8.0
d10485247,7.0
d8627754,40.0
d8461752,185.0
d13196400,5.0
d4539212,786.0
d4091609,31.0
d12321104,nan
d10209333,22.0
d12524614,nan
d4052662,120.0
d7610152,38.0
d5981269,nan
d11716788,nan
d814974,1419.0
